gram	#words	#occurrences	example1	example2	example3
├.p	2	2	.porceleyn	.patolen
├2(	1	2	2(K
├'v	2	2	'visite	'vreede
├jn	2	2	jnochtse	jnocbte
├yy	2	2	yyanden	yyant
├ah┤	1	2	ah
├TO	2	2	TOor	TONQÜIN
├aM	2	2	aMaer	aMien
├^t	2	2	^tbygelegen	^tchin
├iO┤	1	2	iO
├Ub	2	2	Uberrebon	Ubos
├7a┤	1	2	7a
├i9┤	1	2	i9
├^s┤	1	2	^s
├2B┤	1	2	2B
├X┤	1	2	X
├eh	1	2	ehde
├6V	2	2	6Vi	6V2
├Ay┤	1	2	Ay
├ï┤	1	2	ï
├Vl┤	1	2	Vl
├8S┤	1	2	8S
├59┤	1	2	59
├c^	2	2	c^y	c^pmanschappen
├'i	1	2	'in
├.S	2	2	.Samen	.S4
├85┤	1	2	85
├tm	2	2	tmgangh	tmschen
├ir	2	2	ireffelycke	irresolutie
├La┤	1	2	La
├I7	1	2	I7i
├Eq	2	2	Equans	Equo
├Oj	1	2	Oja
├Yl	2	2	Ylieth	Ylissiogen
├.a	2	2	.anders	.ach
├tj	2	2	tjn	tjens
├Ev	2	2	Evangelio	Evert
├ig	2	2	ighsin	ignoniineus
├ts┤	1	2	ts
├&.┤	1	2	&.
├'e	1	2	'ende
├73	2	2	73921	731
├83	2	2	83709.1.12	833
├li┤	1	2	li
├ül┤	1	2	ül
├pc	2	2	pcriculen	pcpsequeeren
├I)	2	2	I)ekent	I)e
├rc	2	2	rccbl	rcslilueeren
├ln	2	2	lngeladene	lnd
├78	2	2	788	789
├}┤	1	2	}
├72	2	2	72271	721
├wc	2	2	wcge	wcchgesonden
├mj	2	2	mjes	mjlien
├aè	2	2	aèn	aèngesien
├a(	2	2	a(F	a(T
├2V	2	2	2Vi	2Vj
├có	2	2	cómt	cóntinueeren
├<^	2	2	<^^6s	<^^^U
├'w	2	2	'waren	'weynich
├Jn	2	2	Jntsie	Jnly
├ct	2	2	ctiits	cte
├uw┤	1	2	uw
├ky	2	2	kycker	kyckers
├bt	2	2	bten	bteeven
├qn	2	2	qnamen	qnaetwilligen
├EL┤	1	2	EL
├(r	2	2	(representerende	(rondelyck
├üw┤	1	2	üw
├PA	2	2	PATCfflCO	PAVU
├SA	2	2	SANTHOS	SABROSEYHON
├GO	2	2	GONSALVO	GONDITIEN
├SI	2	2	SIMON	SIAM
├VA	2	2	VAZ	VALERIO
├Ov┤	1	2	Ov
├dr┤	1	2	dr
├RE	2	2	RESOLUTIE	REQUEST
├lO┤	1	2	lO
├DE	2	2	DERAES	DEROA
├GE	2	2	GERERO	GENTYL
├BE	1	2	BENTO
├LA	2	2	LAURENS	LANFEROS
├PE	1	2	PEDRO
├Os	1	2	Osacca
├.s	2	2	.schyn	.syn
├tb┤	1	2	tb
├2:	2	2	2:9:3	2:6
├ih	2	2	ihoeten	ihol
├98	2	2	980894	987a
├'c	2	2	'coopmanschappen	'conde
├Hj	2	2	Hjacht	Hjonghste
├^a	2	2	^alliacatta	^aervan
├hm	1	2	hmi
├KO┤	1	2	KO
├Un	2	2	Unzemille	Ungangh
├(C	2	2	(Commandeur	(Code
├ée	1	2	éen
├«n	2	2	«nde	«nhebbelycke
├Pb	2	2	Pbilipo	Pbrtugesen
├ün	2	2	ünde	üngangh
├F┤	1	2	F
├96┤	1	2	96
├Qa	2	2	Qaee	Qambeauwen
├2P┤	1	2	2P
├gy	2	2	gyn	gyselaers
├73┤	1	2	73
├Jh	2	2	Jhoriten	Jhda
├ff┤	1	2	ff
├"┤	1	2	"
├ds	2	2	dsnselven	dsit
├.c	2	2	.committers	.cours
├Y2┤	1	2	Y2
├a^	2	2	a^vys	a^gewent
├^"	1	2	^"^^
├bé	2	2	bécomen	bén
├dt	1	2	dte
├SS┤	1	2	SS
├oa	2	2	oase	oae
├93	2	2	935	937
├gq	2	2	gqpresenteert	gqsonden
├tc	2	2	tchechor	tcgens
├7^	2	2	7^2	7^/4
├K5┤	1	2	K5
├r^	2	2	r^ht	r^len
├Ps	2	2	Psflimbangh	Psitanj
├ba┤	1	2	ba
├^e┤	1	2	^e
├XV	2	2	XVIII	XVICXLI
├EA┤	1	2	EA
├II┤	1	2	II
├86	2	2	866	867
├?•	1	2	?•"
├me┤	1	2	me
├98┤	1	2	98
├bs	2	2	bst	bsien
├ll┤	1	2	ll
├l*	2	2	l*seyl	l*onswaerts
├kh	2	2	khanza	khausa
├tn	2	2	tnde	tny
├cp	2	2	cpiamen	cpmen
├il	2	2	illusoir	iluyt
├-c	2	2	-coopen	-cargasoen
├vq	2	2	vqldaen	vqlcht
├sé	1	2	sélve
├53┤	1	2	53
├^4┤	1	2	^4
├^«	1	2	^«^
├Gy	2	2	Gyluyden	Gyselingh
├£d┤	1	2	£d
├3B┤	1	2	3B
├AA	2	2	AARON	AARo
├88┤	1	2	88
├.v	2	2	.voort	.vermerckende
├.M	2	2	.Maart	.Mangsor
├"/	2	2	"/^	"/ie
├J┤	1	2	J
├Y┤	1	2	Y
├\W	2	2	\Wsten	\Wl
├ai┤	1	2	ai
├I^	2	2	I^^t	I^xamana
├4V	2	2	4V29	4V2
├Ër	2	2	Ërieff	Ërangh
├*T	1	2	*Tis
├wè	1	2	wèl
├Sr	2	2	Sry	Srydewa
├91┤	1	2	91
├np	2	2	npodich	npch
├:4┤	1	2	:4
├Tc	2	2	Tchili	Tchilj
├L┤	1	2	L
├Bh	1	1	Bharent
├79	1	1	79756
├l}	1	1	l}eper
├"i	1	1	"is
├Mr┤	1	1	Mr
├\V┤	1	1	\V
├TU	1	1	TUANSLAET
├hö	1	1	höuffysers
├UE	1	1	UEd
├Gó	1	1	Gódt
├Zp	1	1	Zpe
├(«	1	1	(«der
├jt	1	1	jtfalacca
├;d	1	1	;daer
├/a	1	1	/aiOSTroiia
├/"	1	1	/"öTOlS
├Sf	1	1	Sfaen
├'o	1	1	'omtrent
├/^	1	1	/^45089:2:2
├•a	1	1	•al
├cy	1	1	cypous
├Ue┤	1	1	Ue
├'/┤	1	1	'/
├/v	1	1	/vry
├HG	1	1	HGasteelpleyn
├ré	1	1	ré&el
├3.	1	1	3.a
├S9	1	1	S994
├:3┤	1	1	:3
├tï	1	1	tïonincklycke
├HC	1	1	HCasleel
├öi	1	1	öide
├Cs	1	1	Csiobbe
├ÜE┤	1	1	ÜE
├l»	1	1	l»ehoorden
├^h	1	1	^handt
├•T	1	1	•Tarnataense
├ji	1	1	jirauwen
├ön	1	1	öntbooden
├HN	1	1	HNederlants
├(^┤	1	1	(^
├BH	1	1	BHIEFF
├uc	1	1	ucken
├Nu┤	1	1	Nu
├n>	1	1	n>et
├he┤	1	1	he
├bö	1	1	böAge
├uj	1	1	ujtvoeren
├ad┤	1	1	ad
├lö	1	1	löO
├(S	1	1	(Souvemeur
├ló┤	1	1	ló
├wl	1	1	wlert
├ta┤	1	1	ta
├Cc	1	1	Ccylon
├®)	1	1	®)^
├v?	1	1	v?el
├.1	1	1	.11
├tü	1	1	tüét
├sq	1	1	sqecken
├lK	1	1	lK)ort
├^m	1	1	^macfatsaemheyt
├eö	1	1	eöde
├J^	1	1	J^ly
├^k	1	1	^kere
├wf	1	1	wflden
├«O	1	1	«Om
├Kd	1	1	Kdangh
├-v	1	1	-vande
├IB	1	1	IBOO
├zQ	1	1	zQn
├s(	1	1	s(Niderlingen
├Bn	1	1	Bngelsen
├Eo	1	1	Eogelsche
├uU	1	1	uUimo
├^A	1	1	^Ady
├«t	1	1	«tegen
├v<	1	1	v<raren
├t)	1	1	t)ên
├*V	1	1	*V4
├.w	1	1	.weynigh
├IP┤	1	1	IP
├ot	1	1	otte
├pp	1	1	ppdat
├•e	1	1	•ende
├ED	1	1	EDgelsen
├Jm	1	1	Jmiy
├(M	1	1	(Miphant
├oK	1	1	oKe
├Hl	1	1	Hlant
├jk	1	1	jkren
├Aq	1	1	Aquapulca
├ii┤	1	1	ii
├G^	1	1	G^nerael
├^D	1	1	^Den
├1.	1	1	1.8
├at┤	1	1	at
├Uy┤	1	1	Uy
├il┤	1	1	il
├ïö┤	1	1	ïö
├By	1	1	Bymelepatnam
├^p	1	1	^pril
├Uh	1	1	Uhinanna
├B2	1	1	B277
├5.	1	1	5.3.8
├Ré	1	1	Réle
├sh	1	1	shi
├ia	1	1	iant
├"h	1	1	"hem
├OV	1	1	OVsa
├*l	1	1	*lcheer
├/0┤	1	1	/0
├«i	1	1	«itters
├§y	1	1	§ynde
├/t	1	1	/tvertreck
├9.	1	1	9.10
├la┤	1	1	la
├.P	1	1	.Piscadores
├vè	1	1	vèrlateo
├Ah	1	1	Ahnogenden
├Èc	1	1	Èchade
├^n┤	1	1	^n
├o#	1	1	o#Ü
├iD	1	1	iDtermissie
├a£	1	1	a£f
├i7	1	1	i7sgewas
├Us	1	1	Uselve
├tl┤	1	1	tl
├Mo┤	1	1	Mo
├Öa	1	1	Öaer
├TÜ	1	1	TÜeger
├Pd	1	1	Pdlimbangh
├4'	1	1	4'eenige
├£s	1	1	£scoursén
├v«	1	1	v«raerop
├Oh	1	1	Ohiod
├(H	1	1	(Hwelck
├"\┤	1	1	"\
├Uc	1	1	Ucht
├IJ┤	1	1	IJ
├aS	1	1	aSscheyt
├^0┤	1	1	^0
├RO	1	1	RODRIGO
├GA	1	1	GARVAILLO
├üw	1	1	üwe
├rÉ	1	1	rÉach
├PL	1	1	PLACCAET
├n#	1	1	n#er
├SE	1	1	SEBASTIAEN
├CO	1	1	CORTADO
├DR	1	1	DRE60
├FE	1	1	FERNANDO
├JÜ	1	1	JÜAN
├™V	1	1	™V^r^
├LE	1	1	LEMONTE
├Dè	1	1	Dèse
├6y┤	1	1	6y
├dk	1	1	dkerboven
├ót	1	1	ótn
├eg	1	1	egeene
├(T	1	1	(TSIÜSSONANO
├OY	1	1	OYENOCAMY
├OR	1	1	ORDONNANTIE
├Ax	1	1	Axuna
├!?	1	1	!?•
├TS	1	1	TSUISSIMANOCAMY
├dö┤	1	1	dö
├7-	1	1	7-Auffustvl
├1:	1	1	1:15
├5:	1	1	5:10
├Uu	1	1	Uuytsetten
├4Q	1	1	4QP
├VD	1	1	VDor
├a2┤	1	1	a2
├6:	1	1	6:2
├wn	1	1	wnven
├/i	1	1	/ia
├aU┤	1	1	aU
├Sq	1	1	Sqiits
├Io	1	1	Ioock
├Tl	1	1	Tloortster
├dm	1	1	dmgen
├dd	1	1	ddgelycks
├jp	1	1	jpersoónea
├j)	1	1	j)ock
├6Ö┤	1	1	6Ö
├A9┤	1	1	A9
├-l	1	1	-lont
├3p	1	1	3peelen
├aJ┤	1	1	aJ
├IK	1	1	IKEngelsen
├2S	1	1	2S6
├.r	1	1	.rycke
├!s┤	1	1	!s
├(┤	1	1	(
├tè┤	1	1	tè
├Xi	1	1	Xis
├gö	1	1	göuts
├*S┤	1	1	*S
├3(	1	1	3(K
├?"	1	1	?"•
├^2	1	1	^2592
├ok	1	1	okers
├Bg	1	1	Bgmont
├4:	1	1	4:5
├jg	1	1	jgeoost
├b(	1	1	b(Hidert
├em┤	1	1	em
├ür	1	1	ürangebooin
├8o	1	1	8oude
├S6┤	1	1	S6
├iF	1	1	iFOort
├Up┤	1	1	Up
├®°	1	1	®°^^
├"v	1	1	"vwlies
├4)	1	1	4)ff
├Cp	1	1	Cpmp
├Gf	1	1	Gfoa
├^T┤	1	1	^T
├i^	1	1	i^u
├Bk	1	1	Bk)ck
├nK	1	1	nK)chte
├oy┤	1	1	oy
├vk	1	1	vk)Ote
├Wd	1	1	Wdbrant
├dë	1	1	dënselven
├S'	1	1	S'/s
├pV┤	1	1	pV
├dê┤	1	1	dê
├#┤	1	1	#
├pa┤	1	1	pa
├bp	1	1	bpae
├<f┤	1	1	<f
├éh	1	1	éhde
├.u	1	1	.uyt
├mm	1	1	mmite
├öy	1	1	öyt
├qi	1	1	qibouden
├S4	1	1	S40
├Ma┤	1	1	Ma
├<l	1	1	<lat
├Hr	1	1	Hroode
├cè	1	1	cènto
├kq┤	1	1	kq
├*"┤	1	1	*"
├öö	1	1	öö...lü
├?>┤	1	1	?>
├Vy	1	1	Vycerey
├^"┤	1	1	^"
├Oö	1	1	Oödewater
├2ö┤	1	1	2ö
├pé	1	1	pér
├'D	1	1	'Douta
├Vz┤	1	1	Vz
├'^	1	1	'^^^
├En┤	1	1	En
├ys┤	1	1	ys
├$o	1	1	$omme
├lÓ	1	1	lÓO
├db	1	1	dbenr
├4i	1	1	4iyt
├i\	1	1	i\ae
├tó	1	1	tót
├qI	1	1	qIs
├CJ	1	1	CJomp
├fS┤	1	1	fS
├Mm	1	1	Mmn
├&*┤	1	1	&*
├^.┤	1	1	^.
├[L	1	1	[Luytenants
├»w┤	1	1	»w
├J2	1	1	J2rcd[)sz
├Yj┤	1	1	Yj
├-[	1	1	-[des
├7j┤	1	1	7j
├k)	1	1	k)opende
├Dc┤	1	1	Dc
├4n┤	1	1	4n
├Lf	1	1	Lftnmen
├ml	1	1	mllen
├ho┤	1	1	ho
├as┤	1	1	as
├'k┤	1	1	'k
├(y	1	1	(ydich
├HU┤	1	1	HU
├2B	1	1	2B0
├d(	1	1	d(it
├t&	1	1	t&ü
├öo	1	1	öonnen
├9V	1	1	9V2
├^s	1	1	^sta
├Ao┤	1	1	Ao
├só	1	1	sóude
├lY	1	1	lYj
├bm	1	1	bmboe
├sb	1	1	sbv
├Qp	1	1	Qprstdaeehs
├Qi	1	1	Qierrebon
├1B	1	1	1B6
├^0	1	1	^00
├óv	1	1	óvergelevert
├99	1	1	991
├dé┤	1	1	dé
├jc	1	1	jconde
├wd┤	1	1	wd
├3g┤	1	1	3g
├vó	1	1	vóorschreve
├Jd	1	1	Jdpander
├S7	1	1	S748
├v(	1	1	v(m
├ao┤	1	1	ao
├Ob	1	1	Obia
├sU	1	1	sUver
├^u	1	1	^usschen
├ek	1	1	ekx
├wd	1	1	wdtnthoe
├"e	1	1	"ende
├gë	1	1	gëremonstreert
├^P	1	1	^Portugesen
├'N	1	1	'Neederlanderen
├7s┤	1	1	7s
├2.	1	1	2.11.14
├-'	1	1	-'s
├~~	1	1	~~R
├»»┤	1	1	»»
├pp┤	1	1	pp
├Üe	1	1	Üenemercken
├89┤	1	1	89
├yn	1	1	ynde
├[P	1	1	[Palembang
├Ib	1	1	Ibroon
├mc	1	1	mcrilerende
├hr	1	1	hrieff
├Sm	1	1	Smedweych
├g┤	1	1	g
├'p	1	1	'peper
├cc	1	1	ccn
├s[	1	1	s[oupos
├q┤	1	1	q
├•>┤	1	1	•>
├>)┤	1	1	>)
├Óp	1	1	Ópra
├Pr┤	1	1	Pr
├Xa	1	1	Xacu
├_┤	1	1	_
├-e	1	1	-ende
├dy┤	1	1	dy
├Ja┤	1	1	Ja
├I8	1	1	I8V4
├^Y┤	1	1	^Y
├W7	1	1	W7t
├i)	1	1	i)reeckende
├ÏÈ┤	1	1	ÏÈ
├))	1	1	))esettingh
├dj	1	1	djiet
├.C	1	1	.Coninck
├Ea	1	1	Eat
├Gè	1	1	Gèrams
├ül	1	1	üliassers
├éo	1	1	éoppen
├JO┤	1	1	JO
├cü	1	1	cüst
├Ip	1	1	Ipere
├[^	1	1	[^tc
├Ya┤	1	1	Ya
├HI	1	1	HIast
├9P┤	1	1	9P
├(]	1	1	(]oluaringer
├ry┤	1	1	ry
├Sd	1	1	Sdouck
├«u	1	1	«uilen
├-t	1	1	-te
├E^	1	1	E^Ise
├'n	1	1	'nae
├M)	1	1	M)p
├aE	1	1	aEstaen
├Pé	1	1	Pérsia
├ar┤	1	1	ar
├ö┤	1	1	ö
├8^	1	1	8^/4
├pr┤	1	1	pr
├SB	1	1	SB^g
├a3	1	1	a30
├DV	1	1	DVoorschreve
├mg	1	1	mgge
├'^┤	1	1	'^
├^-┤	1	1	^-
├Je┤	1	1	Je
├-8	1	1	-80
├Ai	1	1	Aiet
├.3	1	1	.3Vi
├bë	1	1	bësyden
├K2	1	1	K25
├Sv	1	1	SvanTegal
├.t	1	1	.tot
├Hq	1	1	Hqllant
├b┤	1	1	b
├Uv	1	1	Uvooren
├.m	1	1	.macht
├«-┤	1	1	«-
├vë	1	1	vëmieuwingh
├sS	1	1	sSWe
├nï	1	1	nïetten
├sd	1	1	sdieltwoorden
├yc	1	1	yck
├aQ	1	1	aQoopen
├nl	1	1	nletale
├8V	1	1	8Vi
├èe	1	1	èen
├5Ó┤	1	1	5Ó
├S9┤	1	1	S9
├pf┤	1	1	pf
├EX	1	1	EXTRACT
├^B	1	1	^Brouck
├cq	1	1	cqyangh
├^r	1	1	^roote
├iv	1	1	ivont
├i5┤	1	1	i5
├SU	1	1	SUlebhaer
├d<	1	1	d<f
├mn	1	1	mnytenatie
├%0┤	1	1	%0
├&^	1	1	&^.
├gU	1	1	gUlions
├2Y┤	1	1	2Y
├|n	1	1	|net
├€n	1	1	€nde
├■┤	1	1	■
├jo┤	1	1	jo
├BC┤	1	1	BC
├4B	1	1	4B0
├Bs	1	1	Bsmtamse
├>T	1	1	>Tye
├tV	1	1	tVeegen
├(O	1	1	(Onder
├D┤	1	1	D
├DI	1	1	DIEGO
├ZO	1	1	ZOUSA
├ME	1	1	MENEZEZ
├MO	1	1	MORAIS
├PI	1	1	PIMENCA
├ï^	1	1	ï^a
├ci┤	1	1	ci
├\n	1	1	\nlde
├(U	1	1	(Ulto
├<t┤	1	1	<t
├''	1	1	''S
├'q	1	1	'quamen
├&*	1	1	&*.
├94┤	1	1	94
├5p┤	1	1	5p
├-2	1	1	-2yde
├Ct	1	1	Cteen
├"3	1	1	"34
├fï	1	1	fïuytschip
├nv	1	1	nvierken
├jd	1	1	jdaer
├^P┤	1	1	^P
├^a┤	1	1	^a
├^j┤	1	1	^j
├ón	1	1	ónder
├Ö1	1	1	Ö17436
├B6	1	1	B615
├[l	1	1	[lacken
├II	1	1	IIV2
├Üt	1	1	Ütk^Adi
├kw	1	1	kwart
├«.┤	1	1	«.
├®'┤	1	1	®'
├yX┤	1	1	yX
├é┤	1	1	é
├^1┤	1	1	^1
├tg	1	1	tgescholden
├4S┤	1	1	4S
├lË┤	1	1	lË
├(?	1	1	(?)
├WI	1	1	WILLEM
├IN┤	1	1	IN
├WY	1	1	WYLDS
├dü	1	1	dülo
├Kh	1	1	Khahou
├'B	1	1	'Bantam
├Pa┤	1	1	Pa
├S8┤	1	1	S8
├F^	1	1	F^geran
├2g┤	1	1	2g
├^7	1	1	^7en
├UO	1	1	UOcattjagulhout
├Ü'	1	1	Ü'advisen
├A(	1	1	A(chin
├Ëe	1	1	Ëendracht
├"r	1	1	"rn
├zc	1	1	zceluyden
├a?	1	1	a?s
├nm	1	1	nmer
├ol┤	1	1	ol
├yr	1	1	yry
├Üo	1	1	Üominicus
├3e	1	1	3eltr8
├on┤	1	1	on
├tf	1	1	tfangen
├(ü	1	1	(üoninck
├IG┤	1	1	IG
├Vu	1	1	Vua
├xa	1	1	xattamira
├^y	1	1	^yn
├SP	1	1	SPEGIPIGATIE
├dl┤	1	1	dl
├JO	1	1	JOHN
├ST	1	1	STALLON
├cö	1	1	cöntingh
├UU	1	1	UUimo
├OL	1	1	OLE
├oU	1	1	oUa
├h^	1	1	h^ft
├Tb	1	1	Tbyssen
├wl┤	1	1	wl
├Si┤	1	1	Si
├;s	1	1	;sal
├\a	1	1	\an
├Pö	1	1	Pörtugeesen
├se┤	1	1	se
├(J┤	1	1	(J
├g*	1	1	g*obligeert
├m;	1	1	m;mieren
├e«	1	1	e«re
├Bf	1	1	Bfaiy
├iq┤	1	1	iq
├^7┤	1	1	^7
├3«	1	1	3«n
├.^	1	1	.^7
├^9┤	1	1	^9
├ft	1	1	ftboscruytjaerlycx
├dM	1	1	dMuyden
├'G	1	1	'Glaes
├;*	1	1	;*soo
├DT	1	1	DTortuge^n
├4B┤	1	1	4B
├VU	1	1	VUeth
├iw	1	1	iwpective
├4n	1	1	4nstantien
├SI┤	1	1	SI
├fa┤	1	1	fa
├hè	1	1	hèefl
├Md	1	1	Mdcota
├sf	1	1	sfelten
├^o┤	1	1	^o
├s┤	1	1	s
├\V	1	1	\VaereD
├aL	1	1	aLs
├'E	1	1	'Ed
├-o	1	1	-onecnicheyt
├Gm	1	1	Gmlt
├sï	1	1	sïen
├vy┤	1	1	vy
├1)	1	1	1)estemder
├am┤	1	1	am
├An┤	1	1	An
├hc	1	1	hctselve
├2'	1	1	2'/2
├"l	1	1	"lasten
├\%┤	1	1	\%
├FI	1	1	FIALHO
├FA	1	1	FARERA
├Ia	1	1	Iaat
├xe	1	1	xeraphin(sd'bhar
├Èi	1	1	Èinnen
├iM	1	1	iMwffsche
├i'	1	1	i'calen
├re┤	1	1	re
├91	1	1	9141
├VV	1	1	VVollon
├C4	1	1	C4hinees
├aO┤	1	1	aO
├Wl	1	1	Wlhamers
├Qj	1	1	Qjppercoopman
├Sg	1	1	Sgiroffel
├"d	1	1	"door
├yi	1	1	yisschers
├aO	1	1	aOoopen
├^t┤	1	1	^t
├e&	1	1	e&k
├KH	1	1	KHsily
├vj	1	1	vjin
├HH	1	1	HHittoese
├z^	1	1	z^l
├Of┤	1	1	Of
├ib┤	1	1	ib
├*♦┤	1	1	*♦
├1K	1	1	1K8880
├£a	1	1	£assimir
├9^	1	1	9^2
├bg	1	1	bgie
├Ya	1	1	Yande
├P/	1	1	P/2
├Is┤	1	1	Is
├d.	1	1	d.at
├1K┤	1	1	1K
├K2┤	1	1	K2
├WU	1	1	WUIemsz
├2*	1	1	2*/2
├JQ	1	1	JQgens
├iq	1	1	iqwoonderen
├dv	1	1	dvsringen
├be┤	1	1	be
├2Y	1	1	2Yi
├C(	1	1	C(mi$^iinme
├2K┤	1	1	2K
├^W┤	1	1	^W
├(4┤	1	1	(4
├j7	1	1	j7en
├:2	1	1	:2:l4
├c6	1	1	c6nditien
├IF┤	1	1	IF
├wQ┤	1	1	wQ
├hé	1	1	hét
├ik┤	1	1	ik
├Hu┤	1	1	Hu
├JA	1	1	JAN
├TH	1	1	THYSSEN
├Ig	1	1	Ignatio
├;^	1	1	;^den
├(2	1	1	(25
